model,harness,task,verdict,totalTimeS,agentTimeS,rounds,tokTotal,tokIn,tokOut,cacheRead,cacheWrite,costUSD,insertions,deletions,firstPromptTokens,expertActive,expertJudgments,expertSilences,expertSteers,expertAccepted,expertRejected,expertStaleDrops,expertErrors,expertPromptTokens,expertCachedTokens,expertCompletionTokens,run
glm-5.3-flash,opencode,t05-todostore,pass,106.9,106.7,1,103431,49693,682,53056,0,0.008035,16,4,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t06-stackvm,pass,289.7,289.6,1,217601,84009,2648,130944,0,0.018403,117,41,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t07-validate,pass,112.4,112.3,1,108806,56028,938,51840,0,0.009744,15,9,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t08-logsum,pass,232.4,232,1,204170,54993,1465,147712,0,0.011649,48,3,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t09-poolrace,pass,79.2,79.1,1,106822,60740,578,45504,0,0.009402,4,1,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t10-iniparse,pass,100.3,97.9,1,108385,51238,827,56320,0,0.008905,10,7,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t11-asyncbugs,pass,58.8,58.5,1,105848,50206,730,54912,0,0.008339,6,5,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t12-refactor,pass,45.1,45,1,86079,50503,440,35136,0,0.007641,2,4,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t13-batchrename,pass,52.8,52.7,1,91922,38719,531,52672,0,0.006552,27,27,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t14-todosweep,pass,57.1,57.1,1,86518,52999,495,33024,0,0.007932,18,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t15-pollstats,pass,58.3,57.9,1,103826,22089,649,81088,0,0.005238,1,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t16-apisum,pass,113,111.8,1,168650,25393,921,142336,0,0.007631,20,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,opencode,t17-doccheck,pass,321.2,320.5,1,234585,41346,3415,189824,0,0.014021,139,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t01-roman,pass,17.2,17.1,1,8148,4729,283,3136,0,0.000000,13,1,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t02-jsonrepair,pass,24.2,24.1,1,9990,4509,681,4800,0,0.000000,76,1,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t03-ringbuffer,pass,21.9,21.1,1,8682,5156,454,3072,0,0.000000,15,4,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t04-csvbugfix,pass,11.7,11.6,1,8583,4713,222,3648,0,0.000000,3,3,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t05-todostore,pass,27.5,27.3,1,8527,5179,404,2944,0,0.000000,16,4,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t06-stackvm,pass,81.2,81.1,1,43667,22553,3002,18112,0,0.000000,136,49,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t07-validate,pass,28,27.9,1,19249,14008,505,4736,0,0.000000,4,7,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t08-logsum,pass,25.9,25.5,1,15646,5915,643,9088,0,0.000000,48,2,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t09-poolrace,pass,17.5,17.4,1,7419,5699,184,1536,0,0.000000,4,3,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t10-iniparse,pass,33,30.6,1,17166,10104,534,6528,0,0.000000,6,5,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t11-asyncbugs,pass,38.9,38.7,1,24826,16615,595,7616,0,0.000000,5,10,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t12-refactor,pass,18.1,18,1,10556,3645,319,6592,0,0.000000,2,4,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t13-batchrename,pass,9.5,9.2,1,5475,3820,119,1536,0,0.000000,27,27,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t14-todosweep,pass,12.6,12.5,1,6600,4930,134,1536,0,0.000000,18,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t15-pollstats,pass,11.9,11.5,1,7311,4299,196,2816,0,0.000000,1,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t16-apisum,pass,13.9,12.7,1,7381,3936,181,3264,0,0.000000,13,0,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
glm-5.3-flash,pi,t17-doccheck,pass,55.2,55.2,1,32966,19764,1234,11968,0,0.000000,34,8,,false,0,0,0,0,0,0,0,0,0,0,full17-pioc-5aa8c97
